ids, location, text
2341977604,"Boston, MA",rt @edlyn2017: @dailycaller @  cruz    cruz   cruz  will get our vote!
119514115,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
856379066,"Eugene, OR","rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
756042812,,rt @kirstenpowers: i agree people should not harass people at dinner (even  cruz   cruz !). if they want to protest they can do it outside the r
434507877,Minnesota,rt @goldengateblond: i need the @dnc to hire the people behind @fire_ cruz _ cruz  to make all the political ads because holy hell this is balle
162301746,USA,"rt @vetwithacause:  cruz   cruz  a man with a track record 

@sen  cruz  

not a criminal record. (  beto  )

#vote  cruz  2018 
#keeptexasred 
#cho"
8.35E+17,Texas yall ,"rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
49410276,,"rt @pacelattin:  cruz   cruz  once said ""air quotes"" out loud."
47269448,,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
77516839,,"rt @erickfernandez: omg, i can't stop laughing.

a @fire_ cruz _ cruz  ad making fun of the idea that  cruz   cruz  is ""tough as texas""

""if somebody"
4862254450,"Durham, NC","rt @raven_zoe: texas, tomorrow is the last day to register to vote! please dont let  cruz   cruz  win. please. https://t.co/ciefpdatn2"
7.13E+17,,"rt @mrfilmkritik: friendly reminder that  beto   beto  wan cruz  to debate  cruz   cruz  in spanish.  cruz  declined. why?

 beto  is fluent in spanish"
17081866,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
7.82E+17,,"rt @thehill:  cruz   cruz  turns down cnn invite to participate in town hall,  beto  to appear solo https://t.co/p2muxbrb7b https://t.co/uj3rh"
14940354,"iPhone: 40.751663,-73.989670","after  cruz   cruz  declines cnn town hall, democratic challenger  beto    beto   gets a full hour to himself. https://t.co/ysqkvbuqwx"
49852944,"Charlotte, NC","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.93E+17,,"rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
1041023868,,"rt @doggintrump:  cruz   cruz  has dropped out of the debate w/ beto    beto  . so instead
 beto  has decided to appear alone for the 1hr town hall"
106160210,ontario,rt @derekcressman: beginning to get the impression that  cruz   cruz  is all hat and no cattle .... https://t.co/zwv0oztuig
37540574,,"rt @annehelen: @jenhatmaker when i was in abilene the ""buckle of the texas bible belt"" i met a lot of women who consider themselves ""co"
32606091,,"rt @doggintrump:  cruz   cruz  is refusing to debate  beto   beto  in a town hall on october 18

what a fucking chickenshit!"
844587194,Philly!,"rt @thehill:  cruz   cruz  turns down cnn invite to participate in town hall,  beto  to appear solo https://t.co/phmi1kynji https://t.co/3a4qv"
36538396,"Virginia Beach, VA","rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
3195652508,,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
17572244,Gulf Shores,rt @sourcedreports: cnn anchor says  cruz   cruz  wasn't chased out of restaurant by 'mob' after  cruz   cruz  was chased out of restaurant by libera
3728899167,"Stamford, CT","rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
7.75E+17,,"just like  cruz   cruz  too scared to a public debate, tom macarthur is too scared to debate andy kim for 3rd district c https://t.co/44hhhomxix"
3242177283,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
148365097,"Houston, TX","rt @doggintrump:  cruz   cruz  has dropped out of the debate w/ beto    beto  . so instead
 beto  has decided to appear alone for the 1hr town hall"
8524102,Chicago,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
92645190,Midwest,"rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
9.26E+17,,"rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
8.65E+17,"Cary, NC",rt @goldengateblond: i need the @dnc to hire the people behind @fire_ cruz _ cruz  to make all the political ads because holy hell this is balle
2152988513,USA,"rt @doggintrump: are they really saying  cruz   cruz  is up by 6 over  beto ?

thats fucking bullshit!

one of the 1000 reasons i dont find poll"
2995990982,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.82E+17,Avengers Mansion NYC,"rt @1ironman2018: this will be so much better to watch now!

# beto fortexas #texas
 cruz   cruz  won't be there, so challenger  beto    beto   gets"
296492667,"charlotte,nc","rt @sandratxas: texas do not take our great state for gran cruz !! we have a horrible voting record, we can do better! we must take action and"
9.61E+17,,rt @safetypindaily: texas' historic voter registration surge should scare  cruz   cruz  | via: salon https://t.co/hleqtim2rw
39564929,United States,rt @derekcressman: beginning to get the impression that  cruz   cruz  is all hat and no cattle .... https://t.co/zwv0oztuig
9.98E+17,,"rt @doggintrump: are they really saying  cruz   cruz  is up by 6 over  beto ?

thats fucking bullshit!

one of the 1000 reasons i dont find poll"
18089608,St Louis area,rt @maninthehoody:  cruz   cruz  is as tough as texas  https://t.co/sgtuvizjqq
8.05E+17,"Ohio, USA","rt @thehill:  cruz   cruz  turns down cnn invite to participate in town hall,  beto  to appear solo https://t.co/phmi1kynji https://t.co/3a4qv"
9.46E+17,,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
418147115,"nh, usa","rt @annehelen: @jenhatmaker when i was in abilene the ""buckle of the texas bible belt"" i met a lot of women who consider themselves ""co"
449181848,"Kingston, NY","rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
15737761,Sunshine State,rt @goldengateblond: i need the @dnc to hire the people behind @fire_ cruz _ cruz  to make all the political ads because holy hell this is balle
7.15E+17,"Washington, DC",rt @derekcressman: beginning to get the impression that  cruz   cruz  is all hat and no cattle .... https://t.co/zwv0oztuig
7.18E+17,"Beaver County, PA","rt @doggintrump: are they really saying  cruz   cruz  is up by 6 over  beto ?

thats fucking bullshit!

one of the 1000 reasons i dont find poll"
1904471768,My Heart Is Always In Texas Wi,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
2464994209,Panama,"actor supports white guy by saying don't support cuban because he supports white guys!  huh?
actor opening for  beto  https://t.co/pruqw5tadl"
20916358,USA,"rt @mazurikl: this is sweet! just as any dem is known to do,  beto  lies about his dwi bust.  cruz   cruz  up 12 points since the lie! #veto beto  #"
2816234438,,rt @safetypindaily: new anti- cruz   cruz  ad blows smoke at 'tough as texas' claim by pointing out he 'kissed' trump's 'ass' despite attacks on
21851024,"South Carolina, USA","rt @sandratxas: texas do not take our great state for gran cruz !! we have a horrible voting record, we can do better! we must take action and"
3094671044,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
4463367773,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
3310394165,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
169719468,"Eugene, OR","rt @doggintrump: are they really saying  cruz   cruz  is up by 6 over  beto ?

thats fucking bullshit!

one of the 1000 reasons i dont find poll"
9.10E+17,,"rt @doggintrump: are they really saying  cruz   cruz  is up by 6 over  beto ?

thats fucking bullshit!

one of the 1000 reasons i dont find poll"
4257313512,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
1.02E+18,Elysian Fields,""" beto "" taking campaign contributions from foreign powers    beto   flagged for campaign finance violations https://t.co/ii2bausfpz"
1648684718,Canada,"rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
326544358,Earth,rt @goldengateblond: i need the @dnc to hire the people behind @fire_ cruz _ cruz  to make all the political ads because holy hell this is balle
558772112,in the world,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
1371984098,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
103184176,Yonkers,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
4836785247,Georgia,"rt @doggintrump:  cruz   cruz  has dropped out of the debate w/ beto    beto  . so instead
 beto  has decided to appear alone for the 1hr town hall"
166954542,Iowa,"rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
7.92E+17,"Connecticut, USA","rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
2247799814,"Olathe, KS","rt @brianstelter: plus: "" cruz   cruz 's campaign initially accep cruz  cnn's invitation to participate but later declined, a network official said"
42067877,"Washington, DC",its a great ad. very texan! richard linklater directs ads for anti- cruz   cruz  super pac | the texas tribune https://t.co/g77v2szenw
440336268,"Vermont, USA","rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
7.65E+17,Crystal Lake,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.27E+17,"Miami, Florida","rt @  cruz  : friday: you're invi cruz  to join senator dan sullivan and me for a rally in houston!

tickets are free, but you must rsvp: https"
75574188,"England, United Kingdom","rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
554538807,,rt @36angeldb: texas patriots!lets rise up and show america how we do this in texas! we conservatives will get out and vote for republ
7.10E+17,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
4826220321,"Scottsdale, AZ","rt @texantruth42: richard linklater crea cruz  an anti-@  cruz   ad and it's great. 

is  cruz   cruz  as tough as texas? 

#team beto  # beto fortexas"
375194150,Toronto,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
212058749,,rt @thejakelarsen: in such devisive times the one thing we all hold in common is that  cruz   cruz  looks like the goblin king from the hobbit h
7.76E+17,"Edinburg, TX","rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
1383647425,Middlehurg Florida,"rt @thehill:  cruz   cruz  turns down cnn invite to participate in town hall,  beto  to appear solo https://t.co/azz73ziv2y https://t.co/yt5iw"
7.99E+17,United States,"rt @annehelen: @jenhatmaker when i was in abilene the ""buckle of the texas bible belt"" i met a lot of women who consider themselves ""co"
166954542,Iowa,"rt @doggintrump:  cruz   cruz  has dropped out of the debate w/ beto    beto  . so instead
 beto  has decided to appear alone for the 1hr town hall"
541086808,"Philadelphia, USA","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
142169813,Oslo,rt @twitchyteam: dana loesch has a pretty good idea why  cruz   cruz  would want to skip a cnn town hall with  beto    beto   https://t.co/aaicwvk
1285000088,"Fort Worth, TX","rt @mrfilmkritik: friendly reminder that  beto   beto  wan cruz  to debate  cruz   cruz  in spanish.  cruz  declined. why?

 beto  is fluent in spanish"
9.50E+17,17,"@bellamdm i think its just supposed to be a huge meme
dhsjsjd im not entirely sure what it means but i think its ju https://t.co/sihzwuprl3"
71280156,"San Francisco, California","rt @shinesalty: slimy, sneaky, sleazy, skeevy  cruz   cruz  thinks he can just ooze right into the senate seat.
 beto  has earned the right to sit"
290883908,South Texas,"rt @dtxergaomnes:  cruz   cruz  isnt tough as texas according to this ad from richard linklater, the texas director of boyhood. https://t.co/"
216086116,Chicago,"rt @msnbc: "" cruz   cruz  has insis cruz  that we repeal every single word of the affordable care act, including protections for pre-existing condi"
1083112993,Precipitation Ville ,"rt @aroseblush:   after demanding 5 debates, chicken-man  cruz   cruz  backs out of cnn debate with  beto    beto   
https://t.co/m9x0sah3ri"
7.98E+17,CHICAGO,@thehill @msnbc @cnn @cnbc @cnbci @morning_joe @jheil @mikebarnicle @theview @thelastword @hardball @davidcorndc https://t.co/2ugixvn2wi
8.23E+17,United States,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
47253273,"McKinney, TX","rt @realdonaldrumpf: from #lying cruz  to #wimpy cruz : @  cruz   is running on the slogan ""tough as texas,"" but he's running scared from a #cnn d"
1323222571,USA,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
2707332182,,"rt @erickfernandez: omg, i can't stop laughing.

a @fire_ cruz _ cruz  ad making fun of the idea that  cruz   cruz  is ""tough as texas""

""if somebody"
258649379,Rhode Island USA,"rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
9.72E+17,"2nd, Tx","rt @sandratxas: texas do not take our great state for gran cruz !! we have a horrible voting record, we can do better! we must take action and"
449181848,"Kingston, NY","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
31307939,"Columbus, OH",rt @thistallawkgirl: i keep a dildo by my bed over fear of  cruz   cruz . https://t.co/yqzneazplq
8.88E+17,NY,rt @dtxergaomnes: so  cruz   cruz  ducks the cnn town hall and second debate with  beto    beto  . wonder why... https://t.co/aroozrypjh
2310727130,,"rt @thebeatwithari:  cruz   cruz  wasn't ""thinking about texas at all"" for the first four years of his senate term, -@joaquincastrotx on #thebea"
33118208,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.63E+17,"Ohio, USA","rt @thehill:  cruz   cruz  turns down cnn invite to participate in town hall,  beto  to appear solo https://t.co/phmi1kynji https://t.co/3a4qv"
213118052,,rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
7.01E+17,"Hammond, LA","rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
19466136,"Austin, Texas",this destroys  cruz   cruz . please circulate widely! # beto  # cruz sucks  https://t.co/gyrp7gd8gm
1.03E+18,"Paris, France",rt @36angeldb: texas patriots!lets rise up and show america how we do this in texas! we conservatives will get out and vote for republ
8.47E+17,"Texas, USA","rt @doggintrump:  cruz   cruz  has dropped out of the debate w/ beto    beto  . so instead
 beto  has decided to appear alone for the 1hr town hall"
42812232,"Summit, NJ",@kittensnotkids @opendna @krangtnelson @miked331  cruz   cruz  was having a private dinner with his wife in some restaur https://t.co/kglmbfre0t
21720142,"T: 38.805999,-90.487508 ",rt @goldengateblond: i need the @dnc to hire the people behind @fire_ cruz _ cruz  to make all the political ads because holy hell this is balle
15164565,,richard linklater directs anti cruz   cruz  ad starring an old man with a foul mouth: https://t.co/6c75lz1f72 https://t.co/iyw63sxikc
24470087,,"rt @wi_resistance: is  cruz   cruz  ""tough as texas""?

https://t.co/2h9z9vllew"
467608981,"Upper Michigan, USA","rt @doggintrump:  cruz   cruz  has dropped out of the debate w/ beto    beto  . so instead
 beto  has decided to appear alone for the 1hr town hall"
34179595,"San Jose, CA","rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
242969163,Metro-St Louis area,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.23E+17,,"rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
1105318854,Ecuador-Mexico,"rt @wsj: no democrat has won a statewide election in texas since 1994.  beto    beto  , who is challenging sen.  cruz   cruz , hopes to change tha"
361710185,"Arlington, VA","rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
1.01E+18,United States,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
9.26E+17,," cruz   cruz  backed out of a debate with  beto   beto .

coward."
819770024,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
49776499,Where ever I want to be,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
25062440,,rt @sourcedreports: cnn anchor says  cruz   cruz  wasn't chased out of restaurant by 'mob' after  cruz   cruz  was chased out of restaurant by libera
2361338974,East Coast,"rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
2698138429,"Oak Brook, IL","rt @erickfernandez: omg, i can't stop laughing.

a @fire_ cruz _ cruz  ad making fun of the idea that  cruz   cruz  is ""tough as texas""

""if somebody"
1.00E+18,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.24E+17,"St Louis, MO","rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
2361338974,East Coast,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.26E+17,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
1051313227,Greenwich Village NY,"rt @dtxergaomnes:  cruz   cruz  isnt tough as texas according to this ad from richard linklater, the texas director of boyhood. https://t.co/"
110014280,Out there,rt @erickfernandez: and then  cruz   cruz  did this. https://t.co/pbccqoqj5e
25570563,USA,"rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
3980790561,"Weston, FL","rt @bopinion:  beto    beto   is the kind of politician the nation needs now, and for one reason above all: he is full of grace https://t.co/"
1.02E+18,"Michigan, USA","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
23058640,Oregon,"rt @msnbc: "" cruz   cruz  has insis cruz  that we repeal every single word of the affordable care act, including protections for pre-existing condi"
136661879,aksum,rt @maninthehoody:  cruz   cruz  is as tough as texas  https://t.co/sgtuvizjqq
271075882,"Cleveland, OH","rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
192638247,"Houston, TX","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.81E+17,"New York, USA","rt @doggintrump: are they really saying  cruz   cruz  is up by 6 over  beto ?

thats fucking bullshit!

one of the 1000 reasons i dont find poll"
7.69E+17,,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
1129532102,,"rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
2914169258,Get off my lawn,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
8.46E+17,"Illinois, USA","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
199216714,ANYWHERE I WANT TO BE,rt @johncornyn: senate majority whip john cornyn (r-texas) was the special guest at a sen.  cruz   cruz  (r-texas) fundraiser last night at the
1669038439,Buffalo NY,"rt @nate_mcmurray: host a debate! i hope the local media does the same thing here! if collins doesnt show, its on him!

https://t.co/tjjj"
847545582,Avengers Mansion NYC,"rt @1ironman2018: this will be so much better to watch now!

# beto fortexas #texas
 cruz   cruz  won't be there, so challenger  beto    beto   gets"
2319560569,"Virginia, USA",rt @lukewsavage: i still think about  cruz   cruz 's cheese dip soliloquy now and again https://t.co/rz2lq1p5wa
37270422,Tiny drop of blue in Red state,"rt @msnbc: "" cruz   cruz  has insis cruz  that we repeal every single word of the affordable care act, including protections for pre-existing condi"
279985262,,"rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
110014280,Out there,"rt @erickfernandez: omg, i can't stop laughing.

a @fire_ cruz _ cruz  ad making fun of the idea that  cruz   cruz  is ""tough as texas""

""if somebody"
32579622,,"rt @mstanley15: @erickfernandez @fire_ cruz _ cruz  if you love this ad, we have 3 more. please contribute to help us roll them out and get broa"
25645203,,rt @derekcressman: beginning to get the impression that  cruz   cruz  is all hat and no cattle .... https://t.co/zwv0oztuig
1513915382,,hey texas if  cruz   cruz  is too afraid to stand up in a debate or stand up to someone who called his wife ugly and his https://t.co/gb0jqooelu
8.18E+17,"Boulder City, NV","rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
53720053,"Lakewood, NJ","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
322863206,"Knoxville, TN","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
7.75E+17,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
1724895054,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
199851790,New York,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.23E+17,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
28689537,"Chapel Hill, NC","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.87E+17,"New York, USA","rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
67647558,TX,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
7.87E+17,"Liberty, SC",rt @sourcedreports: cnn anchor says  cruz   cruz  wasn't chased out of restaurant by 'mob' after  cruz   cruz  was chased out of restaurant by libera
61117452,,"rt @michael__1776: day 2 is done! with 526 respondents it's...

 cruz   cruz  (r): 53%
 beto   beto  (d): 44%

#txsen"
8.23E+17,,"rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
25645203,,"rt @mrfilmkritik: friendly reminder that  beto   beto  wan cruz  to debate  cruz   cruz  in spanish.  cruz  declined. why?

 beto  is fluent in spanish"
18335624,"Georgia, USA","rt @mmpadellan: sometimes i wish i could pick up and move to texas...just to vote for  beto   beto .

that dude is something special.
and h"
2646506677,Michigan,"rt @doggintrump:  cruz   cruz  has dropped out of the debate w/ beto    beto  . so instead
 beto  has decided to appear alone for the 1hr town hall"
19225938,"Grand Rapids, MI","rt @mrfilmkritik: friendly reminder that  beto   beto  wan cruz  to debate  cruz   cruz  in spanish.  cruz  declined. why?

 beto  is fluent in spanish"
26075855,"Ohio, USA","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.04E+17,,"rt @politvidchannel: senator  cruz   cruz  has refused to debate  beto   beto  in a town hall on october 18.

looks like  cruz   cruz  doesn't want t"
112044228,,rt @joycewhitevance: don't you love that  cruz   cruz  is a no show?
2725704808,,"rt @jihchs: this is a former professor, michael i, who is leading antifa around,  threatening conservatives. he led the group that chased t"
8.74E+17,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.30E+17,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
9.20E+17,,"rt @msnbc: "" cruz   cruz  has insis cruz  that we repeal every single word of the affordable care act, including protections for pre-existing condi"
8.25E+17,"Riverview, FL","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
36579226,,"rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
17542635,,rt @derekcressman: beginning to get the impression that  cruz   cruz  is all hat and no cattle .... https://t.co/zwv0oztuig
1426625215,"British Columbia, Canada","rt @doggintrump:  cruz   cruz  has dropped out of the debate w/ beto    beto  . so instead
 beto  has decided to appear alone for the 1hr town hall"
1487754788,Aussie in Switzerland,"rt @kfile: reminder, during 2016 trump said that goldman sachs had ""total control"" over hillary clinton and  cruz   cruz . then he filled his ca"
3225658075,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
9.16E+17,"Tampa, FL", cruz   cruz  up 9 in texas. #morningjoe @hughhewitt  https://t.co/pxful0wuuj
1917218150,,rt @mediaite: watch: brooke baldwin clashes with cnn commentator matt lewis for calling  cruz   cruz  restaurant protesters a mob https://t.co
2700749324,-,"rt @raven_zoe: texas, tomorrow is the last day to register to vote! please dont let  cruz   cruz  win. please. https://t.co/ciefpdatn2"
8.01E+17,,rt @maninthehoody:  cruz   cruz  is as tough as texas  https://t.co/sgtuvizjqq
7.88E+17,,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
2242525406,"Florida, USA","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.76E+17,,rt @essenviews: sen.  cruz   cruz  declined cnns invitation to participate in the town hall: challenger  beto    beto   gets an hour on nationa
31296294,"Melbourne, Victoria, Australia","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
2767516817,Ohio USA ,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
25669575,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
231690452,Texas,rt @goldengateblond: i need the @dnc to hire the people behind @fire_ cruz _ cruz  to make all the political ads because holy hell this is balle
3319766480,"Unhinged, USA","rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
4238244732,Texas,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
16311161,Connecticut,rt @essenviews: sen.  cruz   cruz  declined cnns invitation to participate in the town hall: challenger  beto    beto   gets an hour on nationa
229701786,Right of centre. ,"rt @ladylibertyinex: ive formed a very firm opinion of  beto .
anyone who promises everything to everyone is a con.
where do i send my check"
48132208,Central FL,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
7.96E+17,,"rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
