 screen_name, location, text
peaceful1970,"Virginia, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
shawnfrombklyn,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
1213Shane,"New Hampshire, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
rachelpi,"Pittsburgh, PA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
TxLRLClips,,Senate race spurs registrations-AAS:https://t.co/Jzhi7dTArQ
Not_Lebam,Philadelphia Metro Area,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Scott80479550,"North Carolina, USA","RT @Steffs_tweets: TEXAS
Elect @tedcruz for Senate!
Ted is a proven leader for Texas! He introduced Kate's law &amp; is serious about border"
VaMercedeslady,,"RT @Steffs_tweets: TEXAS
Elect @tedcruz for Senate!
Ted is a proven leader for Texas! He introduced Kate's law &amp; is serious about border"
BillGaul57,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
kbgloss,Connecticut,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
KimberlyBayley,New York,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MyPlace4U,"Boston, MA",RT @NickRiccardi: Another poll showing Rs up big in Tennessee and Texas senate races https://t.co/c0Bu14UHh4
enidlogan,"Bethlehem, Pa.","RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
joefrancisco5,Fairfax Ca ,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
juliedevereaux5,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
GamingZion,,Are you ready to bet on the #Midterms2018 in Texas? Check out the odds of #TedCruz and #Beto https://t.co/kSj4CZ76Nl
somebunnyslove,"Hampton Roads, VA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
undeterred38,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
clg2953,"Lufkin, TX","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
mweirick20,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
AruliusMarcus,"Waco, TX",RT @NickRiccardi: Another poll showing Rs up big in Tennessee and Texas senate races https://t.co/c0Bu14UHh4
ReallyEmyFarley,"St. Paul, MN","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
edwebst,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
StocktonLaw,Oklahoma,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
lilyferrarehi,"Ann Arbor, MI","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SurrealLife,Florida,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
birdman8272,United States,"RT @Cali_Tracii: @RealErinCruz @tedcruz                
Hold the Senate with a #RedNovember.

A M E R I C A 's @tedcruz fo"
BethBob2,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Cheryl6656,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
TinaSchoenherr,"Farmington Hills, MI","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jmjc385,Ireland,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SaraGrossman,"Berlin, Germany","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
EmpressLiran,"yeah yeah fire, ","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
JeanieHorine,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
its_en_not_on,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SuperShar01,Arizona,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
pikiMIA,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
WillOfThePeopl5,,"RT @Cali_Tracii: @RealErinCruz @tedcruz                
Hold the Senate with a #RedNovember.

A M E R I C A 's @tedcruz fo"
SarcasticBride,East Coast,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
trublubeliever,"Maryland, USA","RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
notpickypie,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
OSU_deltagee94,"Powell, OH","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
katiejhammond,NEW YORK CITY,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
GartrellLinda,United States,"RT @Cali_Tracii: @RealErinCruz @tedcruz                
Hold the Senate with a #RedNovember.

A M E R I C A 's @tedcruz fo"
ScottLeMagicien,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
CLRienhoff,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jep1218,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MaebhClones,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
oflynnigan,"Hilliard, OH","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Bullsranch99,420 Copperhead Rd. NW Florida,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
DotPoetryCorner,"Indianapolis, IN","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
pkdonuts_5,"Ohio, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
herbnan13,"St Louis, MO","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
kris_denslow,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MrDCConn,"Columbus, OH","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
HK2K16_,Where Trumpsters aren't. ,"RT @HoarseWisperer: @ILperspective @zipillinois Democrats need to be perfect in the midterms to flip the Senate.

A Manchin loss would kill"
adivaat50ish,Maylene AL,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
rcoynehull,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
3GirlsMeemaw,"Mitten State, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
JKeisch,"Somerville, MA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Davebadnuz,USA,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
marigoldhart,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
catbrose,"Brooklyn, New York","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
DonnaSquitieri,NY-District 12,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
readoooodles,"Where else, the library.","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
HeatherFazio1,"New York, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
aint2sure,Moultrie GA,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jennamanenna,Philadelphia,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
VeganSuds,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
twiticity,"Washington, DC","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SpecklestheJim,"London, England","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ChristaSprinkle,"Portland, Oregon","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
buffybs,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
RealSugarLily,#SUPPORTOURMILITARY#ARMYBRAT,RT @CommonSenseUni: Texans:  If someone would've told me this morning that Beto would win our Texas Senate over Cruz. This is the Gif I wou
Squeegie4,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
nancya0317,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
brownellcassie,University of Toronto,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
honchipper,"Fresno, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
_helenpark,"Honolulu, HI","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
EWalshMiot,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
KnitNAKinVA,"Charlottesville, Virginia, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Tia22074363,"Pennsylvania, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Gigimarie8,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
dhruvishah1214,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
alvarezcarbonel,"Cleveland, OH","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
theamazingdrewH,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
kristianjgist,"Chicago, Il","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
TomIvison,Toronto On,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
KenThomasRoss,"Atlanta, GA","RT @SuMoh7: RT! #Election2018 #Texas U.S. Senate #WinBlue

Support Beto O'Rourke #TXsen, &amp; @DemsWork4USA
https://t.co/hZrxybjIYe

Defeat C"
stella_rondo,United States,"RT @RealMAGASteve: FOREIGN MEDDLING: Beto ORourke busted taking contributions from out of country

Foreign nationals are meddling in U.S."
miranda_greene,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ProgressiveGma,"Sugar Land, TX","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Elanot,NC,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Gabriel4Justice,,"RT @RealMAGASteve: FOREIGN MEDDLING: Beto ORourke busted taking contributions from out of country

Foreign nationals are meddling in U.S."
vickigdio,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
erinbaby,Los Angeles,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
TrevorWilliam17,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Scooterissima,The BEACH inToronto,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
eangels1064,"California, USA","RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
uttertrash_jpg,Somewhere in Australia,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
maryephill,Texas,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Super_Nudge,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
louannejtunnel,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Joshy2209,"Oldham, UK","Looking across the pond for a few minutes, loving the coverage @BetoORourke is getting internationally. Not seen a https://t.co/dMfAt8iH4o"
NOfNews_Texas,"Dallas, Texas","McConnell now open to high court nomination in election year The Senate's majority leader, insisting his chamber wo https://t.co/i4odn2IUWz"
Regina_Coates15,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
rosesheart,GA,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
heartsraw,"Taylor, PA","RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/afTPs5O5Pp https://t.co/"
tux_nyc,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
GayJessegirl,,"RT @HoarseWisperer: @ILperspective @zipillinois Democrats need to be perfect in the midterms to flip the Senate.

A Manchin loss would kill"
ddbrownradio,"Chicago, IL USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
dikat18,My House,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
JeffreyMeursing,Amsterdam ,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
alicyakl,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
clement_regina,Rhode Island,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
mavarin,"Tucson, AZ","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
duggan_jenn,"Sacramento, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
tattiana777,"Clearwater, FL","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ChristinG83,"Milwaukie, OR","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Fuzzy_Guzzy,"Syracuse, NY","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Texas_Wine_Man,Texas,Taylor Swift speaks out on politics for the first time; endorses Democrat Phil Bredesen for Senate https://t.co/LlliPPpXPA
anzed,"Ga sometimes, NY sometimes","RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
vincedemello,"Camden Town, London","RT @kazweida: (12) Here is a general consensus on key state senate races. 

Tossup: Wisconsin
Lean Republican: Florida, Michigan, Pennsylva"
Gojira007X,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
kojohassan,"Accra, Ghana","RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/afTPs5O5Pp https://t.co/"
LSF315,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
mtrelins,"Los Angeles, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
TheNanaRage,Oregonian,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
PutuMark,Cambria,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
LDWood05,"Boston, MA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
WCM_MicMilli,"Brooklyn, NY","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
adam_svec,"Minneapolis, MN","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
AramaiJonassi,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
klingensmith_j,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
pbrowning02,United States,"RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/afTPs5O5Pp https://t.co/"
JaniceR63163813,"Knoxville, TN","RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/afTPs5O5Pp https://t.co/"
hillkenw,"Dallas, TX","RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/afTPs5O5Pp https://t.co/"
ZHAilill,Genovia,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
TracyKatz8,United States,"RT @HoarseWisperer: @ILperspective @zipillinois Democrats need to be perfect in the midterms to flip the Senate.

A Manchin loss would kill"
annita_bowman,"Oregon, USA",RT @MaddieBarry8: VOTE BLUE TEXAS!!! THE ENTIRE BALLOT STARTING WITH BETO OROURKE FOR SENATE ALL THE WAY DOWN THE BALLOT IN HONOR O
nima_iranfree,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jbard166,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
PetrPovorozniuk,.,"RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/afTPs5O5Pp https://t.co/"
WStrohmacher,,"RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/afTPs5O5Pp https://t.co/"
AshleyC43073717,"South Carolina, USA","RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/afTPs5O5Pp https://t.co/"
CBSNews,"New York, NY","Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/afTPs5O5Pp https://t.co/YbxFOuL1Qh"
elinar1,Chicago,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
scootleelee,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
dgburgher,udel,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
75otingocni,,RT @dawg_lb: 'Vote Senator TED CRUZ to return to the U.S. Senate Texas Nov. 2018 to keep RED and Senator Cruz continue his important for th
JJGomez127,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ExtremeHandless,"Southern California, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
gunn_gloriagunn,"Rapid City, South Dakota","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
simonpeter018,"Kitgum, Uganda ","RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
PolStatsUS,,"Texas Senate election voting intention

Ted Cruz (R): 50% (=)
Beto ORourke (D): 44% (+4)

10/5 - (YouGov)
Changes with 6/22"
fel421,"Kentucky, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
francvs,"Marshall Heights, Washington","RT @JohnWHuber: Note the use of North Dakota and New York instead of Rhode Island and Texas

Also equal representation by the states in the"
amymconklin,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
VatevSteven,"Perth, Western Australia",RT @PolStatsUS: Texas Senate election. Who will win? Please RT
RJFcolormaster,"Illinois, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
caricranberry,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
NA_Bridget,None of your business. Really,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
davidrobbo66,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Stormey_815,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SnowStone2017,"England, United Kingdom","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
akrazz,"Spokane Valley, WA, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Laurali90126499,"Ewa Beach, HI","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MsHellinWheels,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
sciencegal_NZ,Everywhere,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
darylquincy,"Newcastle Upon Tyne, England","RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
StudioRia,The South,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
