ids,ids,text
1726645268,1726645268," rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
129939797,129939797,"seattle - malibu - lausanne rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
1.04E+18,1.04E+18, say... cruz  (rafael  cruz  how you love trumputin after he insults your wife? pathetic person who is terrified of actu https://t.co/b0ta9siuw9
8.21E+17,8.21E+17,"california, usa rt @derekcressman: beginning to get the impression that  cruz   cruz  is all hat and no cattle .... https://t.co/zwv0oztuig"
484603048,484603048,"usa rt @doggintrump:  cruz   cruz  has dropped out of the debate w/ beto    beto  . so instead
 beto  has decided to appear alone for the 1hr town hall"
2750799759,2750799759,"north carolina, usa rt @essenviews: sen.  cruz   cruz  declined cnns invitation to participate in the town hall: challenger  beto    beto   gets an hour on nationa"
3254161746,3254161746," rt @zekejmiller: cnn is hosting a  beto    beto   town hall on 10/18. adds: "" senator  cruz   cruz  (r) declined cnns invitation to participate i"
621620724,621620724,i stand with trump! period rt @joemart01506322: @afezio1952 @slt20201 @  cruz   vote  cruz   cruz  dont vote for the angry mob that has no agenda
43382137,43382137,"democratic people's republic of kalifornia (dprk) @boer_warrior @drawandstrike @realdonaldtrump @realjameswoods @adambaldwin instead of bulldozing, how about turning https://t.co/drgaixtt6d"
2312698814,2312698814,"florida, usa & netherlands rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
30018452,30018452," rt @politvidchannel: senator  cruz   cruz  has refused to debate  beto   beto  in a town hall on october 18.

looks like  cruz   cruz  doesn't want t"
172445879,172445879,"winder, ga rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
467461211,467461211," bigcity   mf texas hoe rt @jaycaruso:  cruz   cruz  is 47.  beto   beto  is 46. 

 cruz   cruz  is half cuban.  beto   beto .....is not. https://t.co/txrjmndxh0"
42321684,42321684,"ontario canada rt @erickfernandez: omg, i can't stop laughing.

a @fire_ cruz _ cruz  ad making fun of the idea that  cruz   cruz  is ""tough as texas""

""if somebody"
370977698,370977698," rt @fawfulfan:  cruz   cruz  using the slogan ""tough as texas"" is an insult to texas.

texas wouldn't campaign for a guy who insul cruz  his wife a"
4455744017,4455744017,"new york, ny rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
4285772712,4285772712,"hollywood, ca rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
117904412,117904412," rt @thescoopsteeve: democrat: tries to assassinate republican steve scalise

democrat: beats the hell out of republican rand paul

democrat"
26867103,26867103,"concord, ca rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
1155162848,1155162848," rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
2881946306,2881946306,"d.c. burbs rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
4846933933,4846933933," bigcity  , tx rt @tonysop99813585: @brivtz_ why would you vote for a ht-and-run artist like  beto ???....... cruz   cruz  all the way !!!!!!!"
185487315,185487315,"kalamazoo, mi rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
531873911,531873911,"seattle via nyc and chicago rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
39076989,39076989,"blue dot in sea of red rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
7.98E+17,7.98E+17,"pacifica, ca rt @mrfilmkritik: cnn is hosting a  beto    beto   town hall,  cruz   cruz  declined cnns invitation.

 beto  should bring a cardboard cutout of cr"
7.62E+17,7.62E+17,"north carolina, usa rt @joel_capizzi: democrats are still hellbent on reversing the election of trump.

without a shred of evidence, without a constitutional p"
57844251,57844251,"sydney, new south wales rt @politvidchannel: senator  cruz   cruz  has refused to debate  beto   beto  in a town hall on october 18.

looks like  cruz   cruz  doesn't want t"
7.88E+17,7.88E+17,"home, denmark rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
2227692438,2227692438," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.12E+17,8.12E+17,"california, usa rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.24E+17,8.24E+17," rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
2750799759,2750799759,"north carolina, usa rt @derekcressman: beginning to get the impression that  cruz   cruz  is all hat and no cattle .... https://t.co/zwv0oztuig"
23985169,23985169,"south carolina rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
3095803457,3095803457,"cheesehead country rt @annehelen: @jenhatmaker when i was in abilene the ""buckle of the texas bible belt"" i met a lot of women who consider themselves ""co"
4862453493,4862453493,"tn....fl...ga...usa rt @sandratxas: texas do not take our great state for gran cruz !! we have a horrible voting record, we can do better! we must take action and"
8.23E+17,8.23E+17,"mo rt @helenhs:  cruz   cruz  knows how awful he is, even if he wont admit it.

 cruz  is bailing on another debate in texas w/  beto  for the 2nd tim"
625128410,625128410,"north carolina rt @helenhs:  cruz   cruz  knows how awful he is, even if he wont admit it.

 cruz  is bailing on another debate in texas w/  beto  for the 2nd tim"
465833766,465833766," bigcity  , tx rt @realdonaldrumpf: from #lying cruz  to #wimpy cruz : @  cruz   is running on the slogan ""tough as texas,"" but he's running scared from a #cnn d"
420838943,420838943, rt @ringoffireradio: texas illegally purges thousands of voters to help  cruz   cruz  win re-election @farronbalanced https://t.co/7scdkumi4e
51154304,51154304,"las vegas wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other word https://t.co/9eg0fh6cme"
7.58E+17,7.58E+17,"united states rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
3386367719,3386367719,"united states rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
9.22E+17,9.22E+17,"puerto rico, conn, mass. rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.70E+17,8.70E+17," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
1.01E+18,1.01E+18, rt @karenbuc1: @cspanwj dana bash of @cnn is hosting a town hall in texas for  cruz   cruz  and  beto   beto  on oct. 18.  cruz  has turned it dow
1.02E+18,1.02E+18," bigcity  , tx rt @helenhs:  cruz   cruz  knows how awful he is, even if he wont admit it.

 cruz  is bailing on another debate in texas w/  beto  for the 2nd tim"
2231869406,2231869406,texas @bryantmd2 @cuffymeh @politibunny  cruz  is known as lying  cruz  with good reason.
9.52E+17,9.52E+17,"north west, england rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
7.98E+17,7.98E+17," rt @dtxergaomnes:  cruz   cruz  isnt tough as texas according to this ad from richard linklater, the texas director of boyhood. https://t.co/"
8.06E+17,8.06E+17,"florida, usa rt @realdonaldrumpf: from #lying cruz  to #wimpy cruz : @  cruz   is running on the slogan ""tough as texas,"" but he's running scared from a #cnn d"
1092634310,1092634310,"pingree, idaho rt @doggintrump: are they really saying  cruz   cruz  is up by 6 over  beto ?

thats fucking bullshit!

one of the 1000 reasons i dont find poll"
284191160,284191160,"united states rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
94177313,94177313,"texas, usa rt @mosbacher_mica: i know  cruz   cruz  &amp; know firsthand he was chased out of a dc restaurant. fake news changing facts. https://t.co/tsjvummh5d"
1.04E+18,1.04E+18," rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
27136159,27136159," bigcity  , texas rt @jaycaruso:  cruz   cruz  is 47.  beto   beto  is 46. 

 cruz   cruz  is half cuban.  beto   beto .....is not. https://t.co/txrjmndxh0"
8.29E+17,8.29E+17," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
1.01E+18,1.01E+18," bigcity  , tx rt @sheaserrano: im so fucking pumped to vote  cruz   cruz  out of office"
23292410,23292410," rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
484603048,484603048,usa rt @david_leavitt:  cruz   cruz  looks constipa cruz  https://t.co/fcgwnavwyx
232279512,232279512,"in mj world true hero rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
15803375,15803375,"t: 20.883879,-156.475762 rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
417316466,417316466," rt @austhekas: i keep seeing this  cruz   cruz  commercial saying how  beto  is ""too radical for texas"" and all i think is the time  beto  skateboar"
4755881123,4755881123,"cambridge, ontario rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
1192206182,1192206182,"lake forest, ca rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
34983314,34983314," rt @duhgurlz:  cruz   cruz  is a lying, snivellin coward, who has now chickened out of debate. as a result, oct 18, #  beto   will have the stage"
8.12E+17,8.12E+17,"california, usa rt @doggintrump:  cruz   cruz  has dropped out of the debate w/ beto    beto  . so instead
 beto  has decided to appear alone for the 1hr town hall"
847607238,847607238," rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
8.23E+17,8.23E+17,"mo rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
857168528,857168528," rt @saint_obama: @realjameswoods @  cruz    cruz   cruz  2018 
get 'er done texas!
#choose cruz  # cruz crew #keeptexasred #txsen https://t.co/0y9utd"
7.60E+17,7.60E+17," rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
1.00E+18,1.00E+18,los angeles & nyc rt @goldengateblond: i need the @dnc to hire the people behind @fire_ cruz _ cruz  to make all the political ads because holy hell this is balle
734898031,734898031," rt @jaycaruso:  cruz   cruz  is 47.  beto   beto  is 46. 

 cruz   cruz  is half cuban.  beto   beto .....is not. https://t.co/txrjmndxh0"
6.95E+17,6.95E+17,"somewhere rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
8.98E+17,8.98E+17,"gahanna, oh @kris_sacrebleu come on texas vote  cruz   cruz  out"
8.46E+17,8.46E+17,"michigan rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
65639957,65639957,"durban, south africa rt @doggintrump:  cruz   cruz  has dropped out of the debate w/ beto    beto  . so instead
 beto  has decided to appear alone for the 1hr town hall"
30670965,30670965," rt @erickfernandez: omg, i can't stop laughing.

a @fire_ cruz _ cruz  ad making fun of the idea that  cruz   cruz  is ""tough as texas""

""if somebody"
2391939410,2391939410,"casa grande,arizona rt @mrfilmkritik: friendly reminder that  beto   beto  wan cruz  to debate  cruz   cruz  in spanish.  cruz  declined. why?

 beto  is fluent in spanish"
44967016,44967016," rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
9.26E+17,9.26E+17,"utah, usa rt @jaycaruso:  cruz   cruz  is 47.  beto   beto  is 46. 

 cruz   cruz  is half cuban.  beto   beto .....is not. https://t.co/txrjmndxh0"
445956516,445956516," rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
8.64E+17,8.64E+17,"southern, ca rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
16871587,16871587,"planet earth rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
375488294,375488294,"sun valley, idaho usa rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
7.21E+17,7.21E+17, @goldengateblond @joncoopertweets @dnc @fire_ cruz _ cruz  these ads show what we old people can do to call out bullshit. i love this af
1363545236,1363545236,"california and texas rt @mrfilmkritik: friendly reminder that  beto   beto  wan cruz  to debate  cruz   cruz  in spanish.  cruz  declined. why?

 beto  is fluent in spanish"
2883695266,2883695266,"florida, usa 96 texas sheriffs are proud to endorse @  cruz   and i am too! #choose cruz  #txsen # cruz crew #keeptexasred https://t.co/enygxu5uek"
1.01E+18,1.01E+18," rt @safetypindaily: 'come on,  cruz ': brutal political ad pokes fun at  cruz   cruz 's campaign slogan and reversal with trump || via: businessins"
2818654580,2818654580,california @derekcressman if  cruz   cruz  shaved his head. https://t.co/hhxg7cke5y
90280824,90280824," https://t.co/qhgy4djprk 
damn i thought  cruz   cruz  at a minimum was at least 10 years older than  beto . 
the actor tol https://t.co/jykeczyc8m"
1364738664,1364738664," rt @natashabertrand: rick gates reques cruz  proposals in 2016 from the israeli company psy group to create fake online identities, use social"
580152221,580152221," rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
3294296829,3294296829,"bruxelles, belgique rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
2152399620,2152399620,"california, usa rt @shaunking: this is going to be the political ad that helps sink  cruz   cruz . it cuts right to the heart of his cowardice. donald trump dis"
520181239,520181239,"sa/pv  rt @raven_zoe: texas, tomorrow is the last day to register to vote! please dont let  cruz   cruz  win. please. https://t.co/ciefpdatn2"
15488134,15488134,"napa, ca rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
31592030,31592030," bigcity  , tx rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
451912692,451912692,"missouri, usa rt @rawstory: so much for ""tough as texas"" 

@  cruz   chickens out of cnn town hall with  beto    beto    wholl appear on his own

https://"
49688987,49688987,"california dreaming rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
7.88E+17,7.88E+17,"alameda, ca and sonora, ca rt @mrfilmkritik: friendly reminder that  beto   beto  wan cruz  to debate  cruz   cruz  in spanish.  cruz  declined. why?

 beto  is fluent in spanish"
37372179,37372179,"united states if you live in texas, please register to vote and vote for @ beto   beto   !   its time to get that weasel  cruz   cruz  o https://t.co/92ll61p4ac"
497500903,497500903," bigcity  , tx rt @raven_zoe: texas, tomorrow is the last day to register to vote! please dont let  cruz   cruz  win. please. https://t.co/ciefpdatn2"
208365313,208365313,"mexico  rt @cadlymack: texas. 
i love you.
please register to vote now and get  cruz   cruz  the f away from my whole life."
8.23E+17,8.23E+17,"washington, dc rt @annehelen: @jenhatmaker when i was in abilene the ""buckle of the texas bible belt"" i met a lot of women who consider themselves ""co"
7.98E+17,7.98E+17," #walkawayfromdemocratmob   vote red,vote  cruz   cruz  on november 6th 2018, early voting begins october 9th https://t.co/towgyiuizh"
338503649,338503649,"this tiny blue dot... rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
194208480,194208480,"usa rt @safetypindaily: 'come on,  cruz ': brutal political ad pokes fun at  cruz   cruz 's campaign slogan and reversal with trump || via: businessins"
2210938932,2210938932,"england rt @paladincornelia:  cruz   cruz  initially accep cruz  the cnn town hall debate with  beto   beto , but has now chickened out.   beto    beto   wil"
9.37E+17,9.37E+17,"west virginia, usa rt @goldengateblond: i need the @dnc to hire the people behind @fire_ cruz _ cruz  to make all the political ads because holy hell this is balle"
22949837,22949837," smalltown   bc rt @sandratxas: texas do not take our great state for gran cruz !! we have a horrible voting record, we can do better! we must take action and"
37551358,37551358, rt @goldengateblond: i need the @dnc to hire the people behind @fire_ cruz _ cruz  to make all the political ads because holy hell this is balle
7.31E+17,7.31E+17,"florida, usa rt @safetypindaily: 'come on,  cruz ': brutal political ad pokes fun at  cruz   cruz 's campaign slogan and reversal with trump || via: businessins"
1289186688,1289186688,"new orleans rt @amervoices:  cruz   cruz  has officially backed out of a debate with  beto    beto   on cnn.

 cruz  knows  beto  will dominate him again in anothe"
2584613113,2584613113,"united states rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
15892016,15892016,"daytona beach, fl rt @texantruth42: richard linklater crea cruz  an anti-@  cruz   ad and it's great. 

is  cruz   cruz  as tough as texas? 

#team beto  # beto fortexas"
6.95E+17,6.95E+17,somewhere rt @david_leavitt:  cruz   cruz  looks constipa cruz  https://t.co/fcgwnavwyx
8.04E+17,8.04E+17,"united states rt @mrfilmkritik: friendly reminder that  beto   beto  wan cruz  to debate  cruz   cruz  in spanish.  cruz  declined. why?

 beto  is fluent in spanish"
377169348,377169348,"san rafael, ca rt @erickfernandez: omg, i can't stop laughing.

a @fire_ cruz _ cruz  ad making fun of the idea that  cruz   cruz  is ""tough as texas""

""if somebody"
284291761,284291761,"la la land rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
1.04E+18,1.04E+18,"nashville tennessee rt @amhotflash:  beto  in dallas last night. i hope you guys are noticing the size of the crowds and enthusiasm of the people. btw ..

where"
8.12E+17,8.12E+17,"california, usa rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
2152399620,2152399620,"california, usa rt @goldengateblond: i need the @dnc to hire the people behind @fire_ cruz _ cruz  to make all the political ads because holy hell this is balle"
743425316,743425316,"nebraska, usa /colorado native rt @sourcedreports: cnn anchor says  cruz   cruz  wasn't chased out of restaurant by 'mob' after  cruz   cruz  was chased out of restaurant by libera"
368596822,368596822,"caledonia rt @jaycaruso:  cruz   cruz  is 47.  beto   beto  is 46. 

 cruz   cruz  is half cuban.  beto   beto .....is not. https://t.co/txrjmndxh0"
2839635168,2839635168,"audioslave- be yourself rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
1.03E+18,1.03E+18, rt @sourcedreports: cnn anchor says  cruz   cruz  wasn't chased out of restaurant by 'mob' after  cruz   cruz  was chased out of restaurant by libera
7.83E+17,7.83E+17," bigcity  , tx rt @raven_zoe: texas, tomorrow is the last day to register to vote! please dont let  cruz   cruz  win. please. https://t.co/ciefpdatn2"
2721408583,2721408583,"antarctica rt @doggintrump: are they really saying  cruz   cruz  is up by 6 over  beto ?

thats fucking bullshit!

one of the 1000 reasons i dont find poll"
4878666207,4878666207,"amsterdam ,ny rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
526014122,526014122," bigcity   rt @safetypindaily: 'come on,  cruz ': brutal political ad pokes fun at  cruz   cruz 's campaign slogan and reversal with trump || via: businessins"
533655951,533655951," rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
17303385,17303385,"honolulu, hawaii rt @goldengateblond: i need the @dnc to hire the people behind @fire_ cruz _ cruz  to make all the political ads because holy hell this is balle"
1.04E+18,1.04E+18,"queensland, australia rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
48225609,48225609,"united states rt @safetypindaily: 'come on,  cruz ': brutal political ad pokes fun at  cruz   cruz 's campaign slogan and reversal with trump || via: businessins"
2152399620,2152399620,"california, usa rt @annenc: @erickfernandez @fire_ cruz _ cruz  where was @  cruz   during months of immigrant families being torn apart and children terrorized"
9.53E+17,9.53E+17," rt @natashabertrand: rick gates reques cruz  proposals in 2016 from the israeli company psy group to create fake online identities, use social"
9.22E+17,9.22E+17,"illinois, usa rt @mrfilmkritik: friendly reminder that  beto   beto  wan cruz  to debate  cruz   cruz  in spanish.  cruz  declined. why?

 beto  is fluent in spanish"
491744551,491744551, rt @derekcressman: beginning to get the impression that  cruz   cruz  is all hat and no cattle .... https://t.co/zwv0oztuig
231206564,231206564,"orem, ut rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
111366998,111366998,"everywhere rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
8.14E+17,8.14E+17,"bay area, california rt @kfile: reminder, during 2016 trump said that goldman sachs had ""total control"" over hillary clinton and  cruz   cruz . then he filled his ca"
3225002221,3225002221," rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
62091468,62091468,"san francisco bay  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/0ejjcgychi"
94496174,94496174,"beside the ocean, fl rt @safetypindaily: 'come on,  cruz ': brutal political ad pokes fun at  cruz   cruz 's campaign slogan and reversal with trump || via: businessins"
23385466,23385466,"marietta, ga rt @katherinemiller: the campaign official, rick gates, sought one proposal to use bogus personas to target and sway 5,000 delegates to th"
1101772302,1101772302," smalltown  , tx i dont understand how  cruz   cruz s racist ass hating legal weed as muhfucka is still winning polls. help us out @peoplewhocanvote"
118735696,118735696,"melbourne, vic @goldengateblond @dnc @fire_ cruz _ cruz  love it"
7.10E+17,7.10E+17,"florida, usa rt @skot2uk3000: lets not forget that  cruz   cruz  was sending money to cambridge analytica and steve bannon at breitbarts address! https://t"
778009909,778009909," rt @johnknight131: @edkrassen  cruz 's ads say he's 'texas tough'. 
i've met some people that are texas tough. i know texas tough.
 cruz   cruz ,"
9.37E+17,9.37E+17,"west virginia, usa rt @melvin_dicks:  cruz   cruz  is tough as nails. brittle, broken, calcium deficient fingernails with cracked cuticles on a severed, decaying h"
9.32E+17,9.32E+17,"florida, usa rt @sourcedreports: cnn anchor says  cruz   cruz  wasn't chased out of restaurant by 'mob' after  cruz   cruz  was chased out of restaurant by libera"
4608198913,4608198913,"california, usa rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
36685086,36685086,$h*thole country in africa rt @sourcedreports: cnn anchor says  cruz   cruz  wasn't chased out of restaurant by 'mob' after  cruz   cruz  was chased out of restaurant by libera
2152399620,2152399620,"california, usa rt @mstanley15: @erickfernandez @fire_ cruz _ cruz  if you love this ad, we have 3 more. please contribute to help us roll them out and get broa"
3153348572,3153348572," rt @politvidchannel: senator  cruz   cruz  has refused to debate  beto   beto  in a town hall on october 18.

looks like  cruz   cruz  doesn't want t"
3037073287,3037073287,"canada rt @jaycaruso:  cruz   cruz  is 47.  beto   beto  is 46. 

 cruz   cruz  is half cuban.  beto   beto .....is not. https://t.co/txrjmndxh0"
778009909,778009909," rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
3225002221,3225002221," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
34556681,34556681," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
252441393,252441393," rt @safetypindaily: 'come on,  cruz ': brutal political ad pokes fun at  cruz   cruz 's campaign slogan and reversal with trump || via: businessins"
2152399620,2152399620,"california, usa rt @annenc: @erickfernandez @fire_ cruz _ cruz  one of the first things @  cruz   did was promote a 2013 government shutdown. he hurt millions to"
8.43E+17,8.43E+17, rt @essenviews: sen.  cruz   cruz  declined cnns invitation to participate in the town hall: challenger  beto    beto   gets an hour on nationa
3238413056,3238413056," bigcity   rt @austhekas: i keep seeing this  cruz   cruz  commercial saying how  beto  is ""too radical for texas"" and all i think is the time  beto  skateboar"
449600949,449600949," 'come on,  cruz ': brutal political ad pokes fun at  cruz   cruz 's campaign slogan and reversal with trump || via: busines https://t.co/xmxk1flfwk"
408023195,408023195, rt @garyverve2030: @rkecseg84 @alicia45kag @ beto   beto   @  cruz   @txgopcaucus @victoriatxgop @victoriatxgop @txgopfinance @txgopcaucuspac @
22048837,22048837,"lodi, california rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
2599173175,2599173175," rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
48922495,48922495,"wenatchee, washington, usa rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
491854961,491854961,"btown-home of the hoosiers rt @redisthenewpunk: when it comes to  cruz   cruz  and ' beto '  beto , one of them isn't a ""white person""  ...and it's not  beto    beto  . http"
7.10E+17,7.10E+17,"florida, usa rt @skot2uk3000: @  cruz   @  cruz   should be more worried about the investigation into his use of cambridge analytica during the election!"
1.01E+18,1.01E+18," rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
836525664,836525664,"boston, ma rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
8.09E+17,8.09E+17,"new mexico, usa rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
2398156004,2398156004," bigcity  , tx rt @samaanashrawi: let's get  cruz   cruz  outta office, y'all  https://t.co/qgpxew7wo1"
2376631712,2376631712," rt @raven_zoe: texas, tomorrow is the last day to register to vote! please dont let  cruz   cruz  win. please. https://t.co/ciefpdatn2"
4535283420,4535283420,california rt @goldengateblond: i need the @dnc to hire the people behind @fire_ cruz _ cruz  to make all the political ads because holy hell this is balle
43786289,43786289," bigcity   ( smalltown  ), texas rt @dtxergaomnes:  cruz   cruz  isnt tough as texas according to this ad from richard linklater, the texas director of boyhood. https://t.co/"
734892128,734892128," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
811836684,811836684," rt @emma_wutson: today,  beto  came to our campus to remind us of the power of voting 

 cruz   cruz  cancelled his visit to run home to washingto"
8.34E+17,8.34E+17,"vancouver, british columbia rt @msnbc: "" cruz   cruz  has insis cruz  that we repeal every single word of the affordable care act, including protections for pre-existing condi"
4784903973,4784903973,"new york, usa rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
125785008,125785008,"north center, chicago rt @fjord_tweets: assuming scandals involving members of congress
1.  cruz   cruz  jacks off
2. duncan hunter spends $3k on in n out
3. james bu"
