dummy,binary,post_caption
dummy,1,greetings from @rozanneverduin #collection #clothing
dummy,0,#collection #weekend #collection now available at zara.com #clothing ref: 8342/208 #clothing ref: 7937/515 #clothing ref: 7295/001
dummy,0,#collection #thursday #woman #season now available at zara.com #blazer ref: 8003/819 #clothing ref: 2655/100 #clothing ref:8000/819 #clothing ref: 5119/001
dummy,0,#collection #wednesday #woman now available at zara.com #clothing ref: 6771/122 #clothing ref: 7823/651 #clothing ref: 7297/001
dummy,0,hello fall #collection #season
dummy,1,#collection #tuesday #woman #bags #season now available at zara.com ref: 8437/004
dummy,0,seasonals | fall is back. thank you @alisaahmann #zaraseasonals #season now available in-stores and zara.com
dummy,1,#collection #monday #woman #season now available at zara.com #jumpsuit ref: 3564/156 #clothing ref: 5119/001
dummy,0,seasonals | fall is back. thank you @alisaahmann #zaraseasonals #season now available in-stores and zara.com
dummy,0,seasonals | fall is back. thank you @alisaahmann #zaraseasonals #season now available in-stores and zara.com
dummy,0,greetings from @a_sviridova #collection #season
dummy,1,#collection #weekend #collection now available at zara.com #clothing ref: 0881/211 #clothing ref: 7568/643 #clothing ref: 6688/207
dummy,0,#collection #thursday #collection now available at zara.com #clothing ref: 5547/101 #clothing ref: 7901/315
dummy,0,#collection #wednesday #woman #season now available at zara.com #clothing ref: 6873/104 #clothing ref: 8053/136 #clothing ref: 5119/001
dummy,1,"if you do, please send your cv or portfolio to doyou@zara.com indicating #yesido and your profile #fashiondesigner #buyer #productmanager #stylist #photographer #zaracareers"
dummy,1,#collection #tuesday #woman #season now available at zara.com #clothing ref: 7936/700 #clothing ref: 2655/100 #clothing ref: 7961/775 #clothing ref: 5119/001
dummy,0,new editorial | sporty kids #editorial #season
dummy,1,#collection #monday #woman #clothings #season now available at zara.com ref: 6098/250
dummy,1,the fall report | tailoring #editorial #trends
dummy,0,the fall report | gothic #editorial #trends thank you @hedvigpa
dummy,0,the fall report | mod #editorial #trends thank you @gracesimmons
dummy,0,#collection #weekend #collection now available at zara.com #clothing ref: 6977/270 #clothing ref: 7521/204 #clothing ref: 7158/001
dummy,0,the fall report | rock #editorial #trends thank you @gracesimmons
dummy,0,#collection #thursday #woman now available at zara.com #clothing ref: 7828/216 #clothing ref: 8005/125 #clothing ref: 7821/125
dummy,0,the fall report | retro #editorial #trends thank you @hedvigpa and @gracesimmons
dummy,1,#collection #wednesday #woman #bags #season now available at zara.com ref: 8103/004
dummy,0,the fall report | new editorial | woman #editorial thank you @gracesimmons @hedvigpa @alexandrahochguertel
dummy,0,#collection #tuesday #collection now available at zara.com #waistclothing ref: 7521/229 #clothing ref: 5584/281
dummy,0,#collection #monday #collection #season now available at zara.com #clothing ref: 7629/487 #tclothing ref: 5039/292 #clothing ref: 5039/304
dummy,0,this is tailoring | man. new editorial now available at zara.com thank you @sebastien_andrieu #editorial
dummy,0,this is tailoring | man. new editorial now available at zara.com thank you @sebastien_andrieu #editorial
dummy,0,#collection #weekend #woman #clothing #season now available at zara.com ref: 0387/158
dummy,1,new baby little capsule | 3 months - 4 years now available at zara.com
dummy,1,#collection #thursday #woman #season now available at zara.com #waistclothing ref: 2969/260 #clothing ref: 7568/643 #clothing ref: 4369/241
dummy,0,new editorial: hello september | kids #editorial #season
dummy,0,#collection #wednesday #woman #season now available at zara.com #clothing ref: 6538/101 #clothing ref: 2398/230
dummy,0,new editorial: hello september | kids #editorial #season
dummy,1,#collection #tuesday #collection #clothing now available at zara.com ref: 7521/238
dummy,0,new editorial: hello september | kids #editorial #season
dummy,1,#collection #monday #woman #season now available at zara.com #clothing ref: 9775/244
dummy,0,#collection #weekend #woman #season now available at zara.com #clothing ref: 6254/007 #clothing ref: 6254/006
dummy,1,#collection #thursday #collection #season now available at zara.com #clothing ref: 6050/280 #clothing ref: 6688/223 #clothing ref: 7295/001
dummy,0,#collection #wednesday #woman #clothing #season now available at zara.com ref:0977/230
dummy,0,#collection #tuesday #collection now available at zara.com #clothing ref: 5520/284 #clothing ref: 9123/286
dummy,1,#collection #monday #collection #season now available at zara.com #waistclothing ref: 3811/207 #clothing ref: 5646/102 #clothing ref: 6855/202
dummy,1,#collection #weekend #woman #clothing #season now available at zara.com ref: 7114/001
dummy,0,#collection #thursday #woman #season now available at zara.com #clothing ref: 1822/105 #clothing ref: 7418/250
dummy,0,#collection #wednesday #woman #clothing #season now available at zara.com ref: 6045/046
dummy,1,#collection #tuesday #woman #season now available at zara.com #clothing ref: 6771/115 #clothing ref: 3872/240
dummy,1,#collection #monday #collection #clothing #season now available at zara.com ref: 8342/252
dummy,1,season campaign |collection #collection #sayyourname thank you @haylotts
dummy,0,#collection #weekend #woman #clothing #season now available at zara.com ref: 7910/122
dummy,1,season campaign |collection #collection #sayyourname thank you @angelpupledge
dummy,1,#collection #thursday #collection #season now available at zara.com #clothing ref: 0881/230 #clothing ref: 9123/249 #clothing ref: 7214/001
dummy,1,season campaign |collection #collection #sayyourname thank you @jingwenll
dummy,0,#collection #wednesday #woman #knit #sweater #season now available at zara.com ref: 5039/223
dummy,1,season campaign |collection #collection #sayyourname thank you @willow.hand
dummy,0,#collection #tuesday #woman #season now available at zara.com #clothing ref: 1893/240 #clothing ref: 3859/116
dummy,1,season campaign |collection #collection #sayyourname thank you @daniwitt
dummy,1,#collection #monday #collection #season now available at zara.com #clothing ref: 6096/201 #clothing ref: 4391/261
dummy,0,#collection #weekend #woman #season now available at zara.com #tclothing ref: 1639/166 #clothing ref: 6917/240
dummy,1,#collection #thursday #woman #accessories #bag #season now available at zara.com ref: 2966/201
dummy,0,#collection #wednesday #woman #suede #season now available at zara.com #clothing ref: 2398/223 #clothing ref: 2398/229
dummy,0,new |season campaign | kids #collection
dummy,0,new |season campaign | kids #collection
dummy,0,new |season campaign | kids #collection
dummy,0,#collection #tuesday #collection #clothing #clothing #season now available at zara.com ref: 8197/271
dummy,0,"new |season campaign |collection #collection #sayyourname thank you @daniwitt, @jingwenll & @angelpupledge"
dummy,0,new |season campaign |collection #collection #sayyourname thank you @jingwenll & @haylotts
dummy,1,new |season campaign |collection #collection #sayyourname thank you @daniwitt & @willow.hand
dummy,0,#collection #monday #woman #season now available at zara.com #clothing ref: 4437/250 #clothing ref: 4886/246
dummy,1,new |season campaign | woman #collection
dummy,0,new |season campaign | woman #collection thank you @jueligeradrienne
dummy,0,new |season campaign | woman #collection thank you @micarganaraz & @olympiaca
dummy,0,#collection #weekend #woman #season now available at zara.com #waistclothing ref: 2969/247 #clothing ref: 6840/243
dummy,0,coming soon |season campaign. stay tuned! #collection
dummy,1,#collection #thursday #woman #clothing #season now available at zara.com ref: 0387/223
dummy,1,#collection #wednesday #collection #clothing #season now available at zara.com ref: 5520/281
dummy,1,#collection #tuesday #woman #clothing #season now available at zara.com ref: 5160/001
dummy,0,#collection #monday #woman #tclothing now available at zara.com ref: 0839/222
dummy,0,#collection #weekend #woman #season now available at zara.com #clothing ref: 5410/233 #clothing ref: 5479/044
dummy,0,#collection #thursday #woman #season now available at zara.com #clothing ref: 7732/358 #clothing ref: 7862/195
dummy,0,#collection #wednesday #collection #season now available at zara.com #clothing ref: 5575/271 #clothing ref: 6688/223
dummy,1,#collection #tuesday #woman #season now available at zara.com #clothing ref: 2646/701 #clothing ref : 2533/682
dummy,0,#collection #monday #woman #sunglasses #season now available at zara.com ref: 3147/201
dummy,0,#collection #weekend #collection #tclothing #season now available at zara.com ref: 6050/080
dummy,1,"if you do, please send your portfolio to doyou@zara.com indicating #yesido #fashionstylist #zaracareerswe are looking for fashion stylists to join the team"
dummy,1,#collection #thursday #collection #clothing #season now available at zara.com ref: 5643/292
dummy,0,#collection #wednesday #woman #season now available at zara.com #waistclothing ref: 7858/212 #clothing ref: 2777/364
